150

6350	3650

20	90

0	81090	19040	6790	72010	91630	63890	17910	88800	80150	34060	58060	53990	21140	74580	40850	34110	48230	91640	67370	37020	27030	45630	34060	36030	50550	11170	86860	29770	44390	25280	37710	62800	96960	16700	14620	71720	67710	47990	38980	70500	40400	22560	41600	19230	46620	84220	61980	26280	53730	35890	90261	54100	45840	77820	59020	12020	64400	89260	33910	70120	9780	30830	20220	31490	64990	89990	42380	72880	66350	73120	88490	41860	33810	80050	38750	26040	29180	41860	28230	40940	50770	14790	75031	98680	65670	49130	27750	67970	70890	51610	61710	57160	75570	39680	64160	46570	31920	83350	18590	50720	59930	22790	88170	40110	64650	71750	81500	99200	31530	90200	35580	15350	79990	70540	43620	26890	94300	72720	84840	39130	23020	45660	91560	90220	36920	52330	49220	36780	84490	21150	50630	55650	55350	92900	70580	74500	70090	77150	82970	21090	28000	38570	51540	40260	26270	81990	29190	40440	70510	63330	
81310	0	95350	88100	133980	14260	33240	85121	111920	24540	66330	89650	27940	78260	138780	42320	49410	88620	21640	16260	113610	71990	74660	73750	63850	131860	84900	9490	69570	37630	86610	44890	24380	55290	81681	86401	19060	122090	33800	89080	114560	72100	104020	55450	97650	112480	7170	35120	97300	117470	101110	150080	33540	68520	35230	28930	77021	24880	36190	87160	120971	71530	92660	89880	72030	121240	12620	116380	120380	59740	144580	139341	110100	102220	143760	106850	85230	91490	110100	54220	87920	32600	75740	113650	41530	141140	48370	60730	19480	47850	40660	109210	125530	103850	120990	21090	37950	69440	15990	74110	132030	122770	99250	150140	122380	146310	150720	143470	150031	84340	109480	98350	90240	110810	28150	38250	89200	43600	10220	127570	50920	101800	47680	37170	65480	113850	101520	65540	86700	45350	88530	57730	100630	43270	109180	102250	143420	19230	139930	133821	72410	87540	79970	36450	73830	101091	15960	71290	103660	59100	144640	
19060	95400	0	12490	67340	105940	76550	16880	96350	94560	38470	67920	68300	31560	64540	55160	48420	55780	106080	81680	18820	41630	60230	31560	50690	35860	11550	101170	44370	58700	28420	52020	77110	105840	25830	14780	86030	66860	62300	43510	76720	37900	13020	49130	4900	46360	98530	76750	27280	52190	37210	77331	68410	60500	92590	73330	27010	78710	104030	38880	71440	25670	33110	22500	45470	63690	104300	29900	79100	71340	58090	89810	39590	34410	74800	39830	30530	31840	39590	42540	47160	65080	30480	81251	113450	50640	59430	42060	82280	78210	64560	67930	49470	83120	24990	78470	60880	46520	97740	33310	36030	56190	4910	83030	26770	49960	54060	76360	100520	37490	97750	36900	6430	87540	84950	57930	29550	109070	87030	91060	50280	8330	56430	106330	104880	24440	55520	46720	43000	99150	24160	55090	61870	66120	100450	78130	62020	84400	71900	84290	35690	24400	36070	65850	54860	12340	96380	43790	41760	75730	48640	
6830	87860	12480	0	65220	98400	70660	19340	86420	85380	40830	57990	60760	21630	67790	47620	40880	45850	96870	74140	30460	31700	50300	35490	40760	43990	11750	93630	34440	51160	18490	44480	69570	103730	15900	15680	78490	60920	54760	33620	66790	41830	15770	48370	12670	39830	90990	66820	19490	46940	29100	88651	60870	50570	82660	65790	17080	71170	94100	28950	63330	16550	24040	13430	35540	58200	96760	35590	69170	73120	69410	81700	35070	27020	73260	31960	20600	22390	35070	35000	37230	57540	20110	71321	103520	61960	55900	34520	74740	77660	58380	58000	50370	73190	33120	70930	53340	36590	90120	23380	44160	53140	16230	81380	33320	58090	65190	74710	92410	27560	87820	28790	15410	77610	75770	50390	20100	99140	79490	81130	45900	16460	52430	96400	94950	30130	46230	50650	33070	89220	14360	57400	51940	62120	90520	68200	67710	76860	70360	76180	25760	29160	40000	58310	44930	23660	88760	33860	33650	77280	56770	
72820	134550	67470	66200	0	141310	125451	83680	81140	120420	104770	66870	112981	59270	9470	98271	92641	58441	131910	122610	60700	64220	73940	98360	72050	57600	76880	136540	66760	103301	53480	98141	115520	158811	61240	80180	130971	23330	106981	49580	54290	104700	59610	107940	63770	27050	133900	101150	47000	20050	39760	114590	114191	81860	114860	109060	66210	110250	127230	48130	31840	80490	49440	54650	63150	20790	139670	39140	50230	131880	90150	28160	33730	39480	9830	34150	53030	51640	33730	91560	51950	108011	69880	61760	133180	81780	113310	94150	126961	133331	113461	43330	23090	73580	47920	123151	107431	65360	128680	65340	57770	13370	67120	16210	42440	71700	80120	9540	33690	52260	82970	42160	73230	72900	110810	103711	52190	124820	127410	59260	103310	60110	109840	129150	115570	44150	35910	114420	51220	117760	56420	118390	47560	117211	86730	69150	18650	116290	6000	20380	64950	91200	102870	103900	67930	75310	127520	65450	35750	136040	70750	
91790	14550	105830	98580	140770	0	44480	95601	112760	25130	76650	92030	38260	85050	145570	52640	59730	95410	20850	26580	124090	78780	79640	84070	70640	142340	95380	7670	76360	47950	93430	55210	34270	63810	89670	96881	30640	128880	44120	95870	118560	82420	113000	65770	108130	119270	7910	41910	104730	124260	107900	161100	43860	71450	35890	36900	85600	31670	35400	93950	127761	81850	99480	97430	78820	128030	4910	123530	125770	70980	155600	146131	116890	109040	150550	113640	92020	98310	116890	64540	94710	42920	85840	115730	39890	152160	59610	71050	30720	58920	51900	116000	132320	104690	131470	31410	48270	76230	15500	80900	142510	129560	109730	156930	129910	156790	161200	150260	156821	91130	110320	105140	100720	111650	33960	48570	96020	42810	20540	130690	61240	112280	58000	36380	64690	121030	108310	76780	93490	45490	96080	68970	107420	54510	110020	103190	150210	26020	146720	140611	79200	97860	90290	43710	80620	111571	18490	78080	110450	70170	155120	
63820	31310	77790	70610	124881	43960	0	63200	126220	46910	41080	95420	16170	68461	127881	28270	33770	89860	49890	24430	93150	66620	76010	48500	65200	112390	67410	39190	65910	23190	74901	28520	26700	38070	67751	65980	15630	117001	21890	84010	115530	46420	86380	29540	80010	101611	36550	43480	82190	106601	90241	121610	12280	70270	53920	28640	62480	32960	59970	81670	118861	54040	80791	74890	70600	114281	42320	101140	117910	29560	116110	137231	97560	89100	132921	94450	74011	79781	97560	36730	85970	21390	60750	116530	69590	115720	20060	41970	14400	18380	12760	106740	112900	113490	101420	16310	18940	70280	43910	63170	112560	112801	80860	141041	104710	127910	129910	134371	147941	78080	123780	87481	71720	118450	44060	22880	77491	67700	26870	129870	27830	84160	21000	63230	88000	98610	98270	37230	81810	64470	73540	27940	100680	13090	123480	108740	132521	37520	130021	131711	64080	64580	52300	29510	75180	78020	42550	67860	92791	29630	125700	
17980	84901	16900	19150	83380	95441	62320	0	104810	84061	24240	75980	57801	39060	80580	44661	37921	64240	95501	71181	31430	44950	63550	17330	53950	50570	7620	90671	47690	48201	36880	41521	66611	91520	34290	4430	73800	79310	51801	52010	85180	23670	28330	34900	20330	58220	88031	66971	37880	65330	47490	77540	56220	63760	82741	62831	29940	68211	94181	47340	81720	21440	42430	31820	49410	76590	93801	45940	87560	57110	64740	100090	53460	45410	90840	50350	38990	40780	53460	32041	55620	54581	32710	89711	103601	57290	45200	31561	70280	63980	50330	76390	65510	91580	39700	67971	48610	49840	87161	36510	50740	71530	19970	99070	42810	64670	65990	92400	110800	45950	106210	47180	10830	96000	74451	47431	38490	99221	76531	99520	36050	24370	42200	96481	108140	40480	64620	32490	51460	92911	32750	40860	70330	51890	108910	86590	78060	73901	87940	94570	39010	12270	21840	55351	58180	17890	85801	47110	52040	61500	62490	
88660	112070	96080	86420	79430	112900	126590	104690	0	88040	116090	34390	110550	68210	87610	100330	97500	41480	98010	106800	111300	63020	53620	120840	63780	110951	97100	106420	63130	105210	68080	103130	103620	162500	73400	101030	121150	59460	107530	59651	27530	123400	89721	114060	96270	67021	107750	84000	76041	69990	70081	167582	115840	70090	77160	98840	77130	96610	83680	62431	55070	91810	71630	75340	59270	61740	111420	82971	35950	137670	142891	58450	71281	73261	84520	71521	66120	72960	71281	98350	53840	106080	81200	20550	85450	134521	118760	103160	117250	136740	116760	38730	80970	16480	101221	115920	110080	58080	98000	71400	111121	70730	99830	76110	92711	125051	133421	74310	70600	61830	5250	68531	99010	11260	86630	106360	70670	77580	109470	22720	109100	96570	115290	85600	60100	86461	50781	127630	57631	71430	74030	125000	38450	120620	9620	19880	94980	95760	79430	62970	68520	114510	125350	99020	53060	107260	98530	61450	67281	141830	124101	
80220	24530	94260	85620	119770	25280	46840	84031	88110	0	69720	67380	33650	67600	124570	42450	49150	72820	11760	22630	111850	57780	54990	77730	49640	127250	83810	18800	55360	40250	75660	46730	23130	79480	72640	85311	36980	107880	36110	74870	92470	76080	95260	59430	95510	98270	20130	20000	85860	103260	86900	152440	39250	46720	11240	24610	68580	19380	13350	72950	106761	70440	79930	79950	57820	107030	23800	103230	99390	72290	146940	125131	95890	88170	129550	92640	73650	80540	95890	54630	73710	34660	70600	90140	22970	141480	56460	62250	33080	61930	48750	94430	111320	80040	116370	31860	43660	55230	10380	63720	127420	108560	98010	135930	109990	141350	148960	129260	135821	70130	85670	84140	89150	87000	9950	41150	78250	21080	22670	103750	54900	99270	53390	16610	42640	101580	87310	73160	72490	21210	78600	65820	83640	52460	85370	78540	129210	11860	125720	119611	61750	90860	83950	31360	59620	100001	10910	57080	89450	73180	140400	
