200

6350	3650

20	90

0	37770	34780	32040	10790	94141	83460	97790	90980	46560	74610	56080	28320	44500	35110	38220	46690	18960	89020	53290	45520	94220	37150	76820	84141	72881	49780	81141	55221	75770	90230	55220	49270	50040	92470	97980	88190	61911	96720	12100	92550	86270	57310	43520	96460	29570	46030	68080	43760	87180	57010	45720	60980	32830	77071	72820	49820	44010	97940	53540	74080	46860	89831	90550	91740	57760	87760	46930	81670	73970	41710	67220	65090	93070	99850	77840	95160	19510	84290	28440	75490	81130	60980	93110	87570	79011	98150	58380	98131	63310	40670	94980	80160	85430	97980	28100	31290	69380	96801	64670	53561	26800	58040	45700	51080	86870	38500	76540	8370	39930	89910	86440	49810	78940	55550	38320	59320	88000	59870	52030	96130	74051	54740	16960	62100	74100	33340	41400	95250	22850	45200	35100	61870	96270	55150	34900	51890	63440	45450	56770	79750	78351	99420	10250	80380	67280	48820	68120	89730	78000	71180	61920	68350	77180	59020	87611	67160	27700	83070	77950	50100	78551	46690	91550	66700	76040	80300	30940	90360	45680	39680	47230	15050	52800	93140	37890	77590	95060	89180	42300	63090	83470	27750	34260	71860	48440	52270	96120	99850	94670	87610	37470	99640	82200	91190	49810	69111	29580	51410	99420	59380	
37770	0	43970	65430	27520	62490	116520	116630	122140	59020	40900	91270	53820	73600	64140	72140	80080	39050	96230	60900	72640	125380	72340	112010	76140	52310	43890	60270	50560	80650	118530	49080	80470	59460	91060	133170	119350	38480	106000	47290	109960	119660	71510	76910	95620	62960	77100	31920	74870	122180	74320	74750	96170	60360	70580	103980	85010	62310	129100	88730	109270	82050	83040	72760	113150	46980	108550	80320	99080	109160	72080	102410	28510	124230	133080	113030	107370	32110	48970	53900	106600	105920	85030	107520	97850	55430	108030	91770	91720	96700	75860	112390	115350	120620	119650	63290	66480	102770	70520	31370	32990	60500	82420	78290	82150	120260	71890	109930	32830	75120	120340	119830	82040	109350	69750	71750	83370	123190	95060	82800	123480	53480	85850	53090	79410	39420	28840	74790	130440	38220	78590	70290	95260	117680	90340	64470	69200	46770	80640	90160	114940	48100	108990	37070	111540	102470	84010	101510	122150	76230	82020	93030	94330	60470	94210	67040	102350	62890	94700	80980	85290	57620	80080	103330	46400	111230	113910	57750	106780	80870	58650	80930	30480	76710	91370	52090	91790	128120	71390	75690	98280	117370	22460	69450	37180	83630	87460	126550	130280	125100	118040	51670	134640	94620	105600	84700	47510	26110	86600	132810	89720	
34750	43910	0	60080	35710	81300	80980	74470	85420	79670	62280	67400	21380	72540	65800	61570	73260	16720	57540	86400	36060	87640	52780	88140	57930	58850	77010	67110	30690	108930	76370	82450	49870	83150	58740	104290	81530	49070	65240	42520	67800	109831	90470	68220	62730	57610	46500	65500	71800	91580	89440	75990	72300	63520	50860	67010	63810	20150	92380	69140	88630	58180	63020	72510	70990	84560	66390	73420	56920	85290	41480	82710	65450	86410	97080	89160	65050	20950	81120	61320	103530	63760	91630	65360	121390	65490	66670	84950	71320	88790	54010	70230	91890	96620	77490	45810	53360	96080	83630	74310	40010	35660	88690	47690	51550	103360	65080	99690	30500	55250	78600	110001	51440	67190	88660	41150	89970	99320	65530	47910	81320	60020	82780	37440	93270	70820	19250	68880	106570	15310	71770	57940	83890	75520	60840	33870	84770	47540	61050	76390	91070	65510	133240	43360	74780	78600	60140	91980	85430	44270	39700	89960	97310	59750	66690	72600	78480	50950	116890	44220	59120	64520	73260	61310	87500	88330	80630	27080	122530	64920	72560	67680	24880	83490	59410	71000	110750	92120	72130	69000	71180	84780	22040	46550	65310	64040	57650	88060	90310	86610	79210	70580	100970	52460	63440	55590	55080	19600	62730	122981	49850	
32390	65990	60630	0	42080	125051	73011	97850	80841	45430	105900	38030	42590	14920	11200	12980	20480	46490	109130	52170	49660	84081	25300	57610	115051	103791	55440	112051	86131	72920	88410	59770	43770	49060	116650	85520	78641	92821	116440	20860	98590	60060	53170	17310	117770	3650	43680	95950	14180	74900	32110	18370	42540	13920	107981	65740	30890	59080	87801	30620	51920	33400	120741	121460	89920	63430	88970	20720	92880	55530	43650	45060	91130	83671	88310	60310	108350	50420	113570	19980	45910	79310	34010	104320	83430	109921	114640	32170	129041	37100	30580	99750	58000	67900	96170	22720	17440	42180	127711	87230	84471	34161	31070	41470	45080	60660	12290	50330	39860	25820	87380	60230	42540	77120	42320	36550	32350	66940	47590	50210	94310	104961	25160	23280	35940	104610	64250	13880	77720	51040	18990	17820	35660	94460	44890	41430	35650	94350	26390	30560	61310	109261	95060	31090	71231	48840	33850	41910	78511	103850	91290	32340	39690	108090	46600	118521	49630	11630	78930	101380	39060	109461	20480	105440	79430	53880	69540	44000	64600	23730	32830	21330	46271	26160	118990	38350	73450	83680	120090	16090	50630	71930	58660	27670	102370	29060	43590	87351	93210	88030	82220	38390	88100	95640	102400	41130	100021	60490	33640	73210	60020	
10790	27560	35560	41730	0	86500	93150	104120	99320	50770	64660	65770	33470	53480	44020	47910	56380	20130	91080	57500	52290	102560	46840	86510	79081	66150	44030	74410	50161	79980	98270	49470	57610	54250	90010	107670	96530	54660	98780	21790	97470	95960	61520	53210	94570	39260	54370	57870	53450	96870	62560	54630	70670	41230	72011	81160	59510	47120	106280	63230	83770	56550	84771	84720	99230	52010	94090	56620	86590	83660	49690	76910	54880	101410	109540	87530	97220	16280	74080	34770	85180	89170	69890	97160	91780	72330	100210	68070	93071	73000	50360	99900	89850	95120	105730	37790	40980	79070	90120	55780	46830	35230	66950	54040	59420	96560	48190	86230	7300	49620	97950	96130	58160	86980	59760	46720	68230	97690	69560	60370	104170	67320	64430	26650	67650	63890	28280	51090	104940	22700	54890	44790	71560	103760	64840	42880	57440	57610	55140	66460	89440	70710	103630	15060	88720	76970	58510	77810	99330	75180	73240	71610	77260	71350	68710	80880	76850	37390	87280	77130	59790	71820	56380	93610	58170	85730	89990	37400	95910	55370	45230	56920	11110	61710	90320	42100	81800	104750	83350	51990	72780	93160	21670	43950	61650	58130	61960	104160	107890	102710	95650	41680	109330	84260	95240	59430	62380	24520	61100	109110	67360	
93831	62350	81200	124571	86410	0	160480	145490	164920	117130	22900	141641	99140	135150	125690	126982	137582	85670	98460	116830	115540	167140	125952	162611	60290	32570	99820	25060	60730	136580	150620	105010	127630	116130	88490	182531	161030	33290	107810	105031	137040	178202	129740	133582	93050	122102	124260	37420	136292	169461	133600	136300	146541	121910	57320	146490	137931	99630	171880	142342	163101	132421	62260	41110	144230	101040	139630	137822	129130	159761	119240	156102	41520	165910	176820	163631	120530	77050	24480	115450	167810	143240	144310	124350	154760	20950	110410	149352	68450	154282	128131	138760	166361	171221	150100	116741	120442	160482	17910	58070	41780	107781	141700	125450	129310	177831	129402	168472	86851	128732	155910	178372	129200	146670	129030	118910	142650	173791	142421	127390	154940	31440	147272	104751	138690	26840	64500	133202	182121	82030	136092	124252	152842	148330	137701	111630	128480	41550	134252	146642	165541	16260	166320	98620	154280	152841	134381	159092	164930	73150	98230	154531	153610	36420	143431	28240	152721	117082	151950	85750	134511	23960	137582	112530	83390	162801	160130	104840	167320	134832	117930	136382	79931	135990	85610	111370	148440	171860	39740	133322	147501	164280	66651	120141	25240	137242	134821	167560	166810	166110	158690	110950	180710	112180	124500	131981	30880	66540	136971	191352	129330	
83190	116430	81130	72601	92880	160730	0	41720	9070	111431	141690	42100	65630	79921	81401	61341	64360	78950	87960	118171	49290	12320	51670	48180	127000	138260	121441	146520	108980	138921	32180	125771	37290	115061	102570	24470	7410	128480	84620	74400	49080	82010	119171	59911	102560	71141	39710	143330	73721	13810	97141	84931	43430	84121	123650	15420	47911	61890	15330	49400	54480	41131	128960	148410	38730	129431	40350	61250	48640	46580	47660	56700	142790	12440	16700	37730	69500	88660	159320	85981	95860	33200	95001	62380	149431	144900	82820	67910	133170	71000	45740	47970	51930	37951	38340	56830	59040	83370	163060	145180	119420	59230	91811	40030	35340	65580	63801	71140	86060	49251	26580	82180	36050	26780	108161	47680	93341	53921	27881	38480	34090	139420	79660	68340	100041	149130	98660	68711	42570	83700	63851	56841	65410	37650	30290	54040	101491	126440	49341	57650	43070	144920	162571	85570	6340	45460	42021	72920	6410	105860	82340	85700	99370	137150	29690	150060	40930	65930	144931	92110	35581	143930	64360	72390	144190	50330	4770	60620	130451	54601	98831	57361	87460	92001	111570	104351	139451	11740	148030	68731	27960	6040	97470	53630	144720	49151	31740	16120	22120	18100	19920	104391	20590	67530	60080	34570	134490	98220	44611	94790	43550	
97910	116430	74290	97600	103960	145900	41850	0	35430	131561	130740	77450	72820	107930	106400	90250	95260	84990	52230	138301	59820	33490	74240	88050	95300	117950	141591	122390	88380	159051	11720	145921	56450	135191	69830	62060	34840	118200	48430	94370	8690	123890	139301	88820	67780	95260	54600	138070	102630	54860	125090	111350	80060	107250	91950	39090	79300	57800	36000	84750	94540	72070	97260	116850	8020	149581	11320	92010	17870	86450	58990	92760	138020	32590	51770	77600	31480	93450	151560	106131	129370	19370	123940	25120	174071	127270	46630	102600	101011	106170	69500	6870	91800	77821	5910	76300	81250	117210	136600	147090	109480	73780	120750	57190	54730	105640	92710	113020	96590	72320	16950	124060	57150	22680	135300	62170	122280	93791	61050	49010	11510	117960	110690	85790	128920	140720	91820	97620	83200	86490	92760	81580	100790	4200	60950	67640	128630	105840	78430	93030	82940	132510	185951	104830	37760	83180	73450	109360	39070	74160	51150	116730	128580	109490	65650	122870	80800	86680	168051	60410	65100	122120	95260	36860	160320	90200	43610	69090	157840	83510	118981	86270	94810	119140	77871	124501	159581	47240	116470	97640	65890	47330	94560	73080	135200	80540	59250	28450	25990	27000	23760	124541	56780	35430	21860	62080	117850	92120	76040	136670	51690	
90560	122030	85010	80291	99030	164610	8840	35710	0	119121	145570	49830	71230	87611	89091	69031	72090	84550	85220	125861	53170	3690	59040	54340	126060	142140	129131	150400	112860	146611	27080	133461	42890	122751	101630	26870	5500	132360	81880	81770	43440	88170	126861	67601	100770	78831	45310	148790	81411	19720	104831	92621	51160	91811	122710	19440	55601	65770	7410	57130	60640	48821	128020	147610	33490	137121	37760	68980	47410	52740	52340	62860	148390	4460	16750	43890	66120	94260	164410	93541	102540	33800	102691	58910	157121	148780	80080	75640	132230	78730	53110	41960	58090	44111	32330	64200	66410	90420	166940	152640	123300	64890	99501	45630	40940	71740	71491	77300	91660	56700	21330	88340	41650	27380	115851	53280	101031	60081	35571	42360	28080	143310	87390	75710	107731	154110	102540	76401	48010	89300	71541	64531	73140	31640	37980	59640	109181	130320	57031	65380	49230	148800	172761	92940	10530	51620	49711	79080	3880	104920	81400	93430	107100	140250	37420	153630	47090	73300	152621	91170	43271	147810	72090	69650	151650	56490	12470	66220	176820	62291	106521	65051	93060	99691	110630	112041	147141	12220	147230	76421	35690	13210	103070	61000	148600	56841	39110	8060	14060	10840	18670	112081	21660	66590	55630	41940	138370	102840	52301	100950	47430	
46480	58930	79460	44970	50630	117160	112741	131761	120531	0	95980	76950	70610	42830	37880	51680	59620	63870	137860	8780	82701	123771	61890	96750	127141	109410	17690	115350	97331	30120	122321	17880	80231	5530	139880	125090	117701	96060	145590	41440	132501	87030	14860	56450	144440	42500	78121	81710	48610	114470	28070	40300	81680	34080	120071	103061	69590	87100	127491	69760	89540	72100	132831	129180	123831	25110	122881	59860	123960	94670	77561	84200	76000	122621	128090	99450	139340	65090	97100	28760	62280	113221	38780	135400	42090	110510	145400	68570	141131	70520	69170	133661	96550	107040	130081	57151	54030	62670	125600	64260	90090	64350	36170	76831	82401	90130	51430	77350	53950	64130	122001	87200	79861	111031	21460	70461	37120	104740	86290	84121	128221	110580	52520	52380	33160	92940	75450	52930	116860	68300	58130	56130	73580	128371	83510	72730	22670	102720	65090	69700	100450	103180	53720	39300	109891	87980	72550	71870	118291	123460	119070	49250	48080	116460	85300	122520	88770	47310	38940	126380	77680	112760	59620	136430	41110	93020	109320	72020	60530	62560	17070	60470	60540	30460	140190	11190	35090	123460	127810	55230	89330	111500	67150	63311	92260	67760	81321	126301	131091	125911	119701	12290	127880	126090	133480	78861	103740	71320	72340	100180	93931	
