100

6350	3650

20	90

0	83870	93550	85120	97180	11900	67890	84740	94610	52540	96040	98790	94910	58860	56050	56800	66080	57230	55630	41580	46490	35360	99730	90780	96190	42680	39560	78610	46430	43980	56890	55840	98090	91040	89730	56680	38060	52280	34420	92700	73730	57070	46820	79450	49030	97120	59460	49140	60040	67550	90170	92840	40420	65850	67100	28360	13780	98850	47040	13080	6540	78030	96850	25460	95030	64100	78420	57860	67110	34350	82200	90830	23460	59500	62500	59540	70600	38110	97710	96450	33930	53580	64390	59920	84370	61540	36340	44540	48570	23040	89060	62220	90880	98830	98370	99180	84890	83540	24890	60350	55840	
83950	0	124561	141031	94270	93050	82250	86770	178434	131930	33350	178812	63670	90061	62171	85280	64530	115361	125490	51531	39380	56410	90070	170445	60700	86411	64700	86060	41280	123120	120311	130330	174845	72020	171964	51671	74781	35070	69911	71040	105371	39211	120930	38210	123841	177075	86421	34730	24900	139751	9630	65280	95921	20550	141590	98220	92920	146430	53780	74860	78750	84820	15310	64370	17660	75190	153891	102090	75080	76100	160515	168902	65720	30941	54060	64980	151020	99681	112650	43440	103101	63631	108910	141540	65920	57170	119110	114400	53641	87010	80340	123990	165671	68650	171921	171091	129270	156940	84610	47080	78321	
93570	124701	0	36280	38650	100251	44130	43100	110200	90570	156231	130240	78020	36830	63860	147600	61700	39770	138730	85080	98370	84180	48460	98120	82800	53310	123640	169410	95170	82360	51800	133780	96100	62720	105650	75700	60760	101270	68520	66370	20690	87760	128510	150720	65610	103400	41070	115890	114600	63840	132941	70920	55590	109771	125990	115801	82140	187310	128240	86370	91570	40231	121051	105810	118431	51850	78940	149451	51060	126990	88190	132860	82790	98911	71200	144880	92710	58160	21230	166321	61930	62920	155981	102860	68050	69060	96410	130960	73410	72550	51920	150031	77530	76550	81100	69890	175841	156510	70740	79670	50110	
85080	139801	35750	0	74220	90051	65130	73750	74550	66940	171151	99700	107220	50170	79090	141361	82060	29590	115450	95870	111330	90920	84030	62350	112000	56180	122690	163391	108040	58750	30300	110500	60080	92430	71410	91590	66830	114230	74590	95940	46080	101870	105230	153160	44110	67380	57850	122850	127360	30410	148041	100390	48570	123111	102360	101100	71940	164410	127290	81710	86890	67320	143180	104030	140660	71340	42920	137390	72380	119520	52540	104340	84420	112400	89110	142380	63430	49660	56980	172300	51730	76390	143920	78930	95590	87460	73510	113050	86880	66420	82570	132860	41520	106890	45080	33870	160090	132880	65650	96330	63450	
96890	94740	38410	74140	0	106671	30360	12470	143690	115860	126640	159300	41160	41450	46080	139020	39810	65960	149461	68570	81730	70610	11600	131610	45940	59050	115060	160830	78530	104020	81610	149461	133960	25860	138010	52910	59250	82500	62860	29510	30400	65900	140441	131330	92070	138240	37790	98990	96790	97960	103220	34060	65870	86530	151160	122221	88600	191090	115830	85110	92290	20300	90450	98080	87830	35820	113970	145820	31410	118710	121680	159250	76960	76650	47900	134750	121760	72510	19670	136730	77770	47030	152640	129250	31660	46270	114650	138371	56620	76780	15400	156351	115400	39690	118960	107750	173930	177161	73950	56370	44930	
10800	93100	99470	89760	106860	0	77960	94810	86330	44260	105010	88400	105280	65610	66120	50880	76150	62900	43850	52080	56990	45430	109800	86980	106690	49430	39010	72690	56930	39290	61530	44670	97690	101110	81450	66750	48130	62780	44490	102770	80480	67570	35650	83400	53670	90200	69530	58370	69270	72190	99400	102910	47170	76350	55930	16580	18840	87070	51300	23270	17040	88100	106080	30510	105530	74170	81000	49680	77180	29520	80780	79660	33530	70000	72570	58250	62320	44860	105740	100440	39350	63650	56210	49950	94440	71610	26380	32760	58640	31610	99130	50440	93460	108900	101840	103820	73260	72370	34450	70850	65910	
67930	82451	44190	65210	31330	78130	0	18360	120420	89480	113060	134100	45890	16210	20890	110050	18730	43640	121860	42200	55400	43620	33350	109960	50580	30940	87960	131860	52200	77640	59380	121941	113430	31100	113950	32730	30280	58300	35760	34610	23420	44790	112921	105210	66870	116590	8950	72660	71370	78820	90691	39060	39340	65971	124780	94590	61070	162120	89360	57310	64490	11720	82250	70980	79630	8880	92960	117780	7320	91610	100030	132870	49860	55941	28230	107220	96560	46130	41550	122390	51390	20040	124600	102860	31570	26090	88270	110770	30530	47810	25280	128450	103730	45560	109770	98782	144960	149641	44980	36700	15320	
84690	87020	43160	73850	13420	94890	18160	0	135530	105770	118550	149210	34950	31360	34260	124950	27990	58750	138620	56750	69910	58410	15450	125070	39730	47990	102860	146760	66710	93930	74490	138830	128540	19650	129060	41090	47260	70680	50660	23300	28220	54080	129810	119750	81980	131700	26000	87170	85820	93930	95260	27850	55780	75261	141070	111350	78050	177020	104010	72910	80090	8100	83370	85880	80750	23620	108070	132680	19590	106510	115140	149160	64760	65231	36080	122230	111670	62420	30260	128640	67680	34830	139500	119150	24950	34450	104560	127530	44800	64790	8820	145130	115110	34250	118670	106722	159860	166530	61960	44550	32730	
94530	177103	109890	74400	143690	85930	120150	135290	0	42520	186090	26820	165952	105100	123741	129590	133771	80820	76440	127612	134630	120350	150280	14880	168242	95811	119760	151400	134180	52210	62500	66440	21841	151180	6510	130002	101281	140370	106332	154690	113570	137642	70820	163320	56020	9350	112870	140140	151040	47300	184890	159140	86670	154180	49650	82900	81190	120010	133250	100320	99840	128360	182042	116280	179412	124730	33420	113690	127400	109440	22120	36650	108450	145882	133082	138170	25790	79400	131120	182540	75300	120221	120220	39590	151420	132592	61240	85300	122492	92931	143650	93470	38260	166360	39970	54790	118660	79390	93951	135772	114230	
52490	131650	90260	67030	116230	43890	89390	105650	42920	0	144600	50110	131111	74980	88860	88100	98890	57810	51170	85900	92590	78310	120640	43570	133401	60930	78270	109910	92140	12770	39050	46220	54280	117600	38040	94970	66400	98330	69230	121110	89850	101460	42570	121830	29860	46790	81670	97910	108810	41220	137950	125560	52980	111950	35440	41410	39150	97240	91760	58280	57800	98720	143130	74240	141100	90210	41841	76630	93220	67950	37370	44280	66410	105350	98241	96680	18910	45720	111490	141050	38950	85340	83160	13670	116900	97751	19200	51980	87080	52100	114010	68200	52891	132060	59372	69411	95390	65960	54940	100740	79900	
96230	32970	154170	167370	126070	105130	109350	117920	185920	144600	0	181040	94790	116400	88510	73150	92750	141700	129360	71510	58920	76340	121870	187320	91820	110950	68080	68530	60820	138500	146160	136140	197453	103140	181040	78010	99280	55090	91720	102170	131710	65550	126920	23710	143162	190380	112760	47010	42940	162682	26450	96410	120460	43660	147400	104970	106230	132350	54510	87140	91040	115910	46530	76130	48750	103110	175733	93770	103300	77200	180473	171130	85260	56740	82370	53420	162660	124770	144450	14670	123561	89970	101290	147930	97050	85480	129990	116370	79980	102510	112140	124470	190242	99780	196492	202914	119850	160810	103510	74800	104660	
97340	178562	129140	98840	159210	87830	133490	148630	25690	49370	180750	0	179292	118440	137081	124250	147111	96690	65980	135230	140460	127640	168440	40020	181582	109151	114420	146060	141470	61760	77930	54320	46151	165821	30410	143342	114621	146570	118560	169331	129440	150790	60030	157980	69360	33660	126210	140120	151500	70220	184080	173781	100010	160010	34130	77410	88480	101330	127910	107610	103580	141700	191882	111940	192182	138070	58560	103230	140740	104100	47260	10490	115740	154360	146422	132830	37400	92740	150370	177200	87940	133561	109760	38670	165121	145932	63810	74510	135832	101430	156990	81710	62570	181151	64280	79100	105180	57960	104270	149112	127570	
