200

6350	3650

20	90

0	98180	73990	64140	95200	57420	68260	46200	54840	56480	48870	28810	63430	79430	86070	71520	59430	66750	27770	81141	70090	29470	92450	69150	57670	84410	64260	34020	54580	80920	16760	97240	70480	79090	48430	74080	97460	73110	52410	86661	91080	31660	19350	43410	57420	50520	42010	44310	37830	55900	43090	48840	68450	56970	47550	33340	59340	97690	75950	65380	61790	89460	43990	46140	57160	90710	66070	58340	77740	79900	79240	39780	47230	78500	82880	86701	69900	64270	41980	24370	41410	49850	60490	73510	81450	45670	87310	51310	63790	54250	48950	46090	11430	49070	67330	50670	81500	78760	67280	64760	63110	77940	73700	68291	35720	72720	68330	64790	69080	71700	81300	60100	68840	56110	58500	59780	59760	88180	50820	61340	90450	49900	16890	19990	56530	52380	31380	73590	60710	25090	60520	91400	89320	60610	37190	35530	78190	67420	50980	43030	41680	47390	55350	47880	93721	74310	65140	64900	40590	90790	36400	61520	44630	67110	41460	51440	70510	68420	80940	24340	38460	35240	52490	43440	65140	54920	61690	47240	53030	71870	42070	57420	47890	69410	63790	33790	43740	34730	49700	69160	63900	64240	30670	38420	27260	54510	36330	49220	94500	33970	56990	50530	59800	71380	82060	66230	97300	51980	67720	54170	59540	
98190	0	157010	35330	74440	146480	37460	137400	111350	71490	107720	116230	131910	37700	169060	160850	41810	137190	119090	152720	149930	105620	50180	96660	149260	167400	154360	118570	122370	22360	106410	89710	133410	19240	136430	25270	168791	140630	135530	149911	170990	119030	109180	124630	146480	103580	97660	91600	93580	140440	115570	127040	82370	48540	57310	88390	111030	100950	161200	118950	85490	111781	108930	80460	148480	174740	100730	148440	63440	34330	168630	127830	135380	169850	166120	149491	77530	155860	59420	115690	76280	55140	100490	153380	20830	133670	134610	142900	47160	102280	70920	137410	102820	102130	110510	80490	123360	167390	33560	154090	152440	167270	145200	141360	127040	160170	157660	149190	30470	163290	161210	121080	38410	91590	147830	145800	136380	85430	142140	152930	19460	91760	108210	111310	118820	82260	122700	113911	152300	116410	152110	180790	9700	150251	125240	82530	51330	80710	138770	132500	131190	135030	144380	110560	159801	143550	95160	73720	128230	165160	121010	116340	86320	31560	129100	77650	108920	60120	151420	105980	117370	116460	50980	115030	40150	143470	94680	119940	47220	27790	130120	133910	114200	143560	131310	94690	129680	106090	137970	32050	148971	124050	121990	129740	101060	80190	66490	52790	8020	125290	91260	88360	145920	73410	23530	75730	5680	93000	85610	142930	126900	
73840	155070	0	125700	149900	63320	133170	35410	49970	91410	51240	55980	30600	132110	88270	50500	113450	24290	46590	104570	79920	54441	152850	75160	25710	87290	32060	61460	37410	142480	59920	148971	38440	138120	57490	130680	106760	30070	66200	110090	98530	55950	59490	68700	63320	54840	60670	67330	86060	68550	42490	74620	87230	110560	101050	67840	95180	102340	80790	53010	78860	130580	48160	79480	17600	85380	67230	36350	136190	144250	60410	48490	31520	33840	85980	110130	96130	27380	99870	52520	81410	103440	104700	84930	143630	57180	53070	31130	112890	59750	88470	28060	64030	57620	104870	78150	61370	72710	123880	53630	48170	46420	16910	91720	44290	73200	52030	75330	125680	19090	91070	43560	122430	101580	53570	71060	77790	140621	29150	18340	152630	70430	57770	56720	86390	78840	44660	109520	28230	49090	24410	72530	147330	13990	46880	74260	121590	118910	62040	41820	42750	47880	54560	47220	117170	22690	71640	93000	52910	100090	62010	51690	72930	126650	52430	82220	63680	107670	13870	66350	68820	65620	106180	41590	119160	63480	106000	38300	118220	131410	50780	76360	44590	89310	35800	81050	64780	74240	55410	129020	12230	45950	49140	42790	74470	84790	89700	108590	152510	40020	73510	74590	68220	97770	143620	90360	154150	96590	116210	60350	35370	
64140	35340	126660	0	63670	110590	11250	102900	83570	51180	79940	82000	104130	33600	134930	124960	19300	108730	84860	122040	115800	75210	40780	79810	114760	133270	119230	84070	94590	17450	72180	78940	106890	17680	101300	20370	138390	112850	103170	123210	136860	84800	74950	91500	110590	75800	67310	63820	61940	106690	85220	93500	64390	27450	32030	58040	82940	88551	127070	93530	67090	91280	80230	51760	114250	140610	82100	113310	49270	22880	132740	93330	104320	133960	131990	122790	62240	121360	26130	81460	47160	31030	74420	119250	18640	98540	117180	108400	34370	74720	46290	103180	68590	74350	85050	55860	105930	132260	16920	118200	116550	131380	116050	109970	92810	125970	121770	115060	14890	128790	127080	93300	22550	64830	111940	112140	102630	71260	107910	118430	27640	65190	73980	77080	90710	57630	88470	90490	117800	82180	117610	144900	25860	117700	90740	52120	46110	62790	103640	98000	96690	100530	108490	82780	132180	115770	77080	57240	93730	134250	86510	89820	58530	8990	94600	53020	90490	50430	123170	71750	85220	81960	23600	84680	20090	107580	70760	89590	12990	10670	95620	100160	85440	111610	103530	62760	95180	74160	102840	5500	118621	97490	87760	95510	69090	55560	36660	19710	31440	91060	66630	62530	112260	63710	18590	58820	39970	64910	66730	107040	99120	
95290	74520	149730	63100	0	106971	54120	115460	134400	108900	130770	95060	146410	96130	123300	128401	79700	148790	104980	98350	106420	112450	26810	133270	128450	121640	131790	93020	137560	63630	90640	15560	153460	70170	105771	81060	111490	156090	96371	93830	119900	97050	91830	89831	106971	126630	118130	114650	65520	97851	126070	86471	123330	87030	87810	106110	63220	147711	117510	144360	121470	46730	126970	103350	132320	130670	134390	125390	19470	42190	129791	105890	125520	146520	120360	93410	121400	135050	81300	99730	98750	88940	49320	108040	57530	104221	169080	121760	96030	125550	101720	122950	93350	125180	57630	107880	158220	123840	79450	118661	122151	136911	153680	90760	108620	116660	123591	105680	76850	142480	115120	143080	85080	49690	117661	102591	93961	14110	121640	134230	56020	116020	95690	99520	74420	109850	109670	58200	131490	101790	131300	137410	66910	136250	103300	102360	108640	31250	102971	110560	109250	111710	116031	130860	102500	156100	129370	116400	103620	109690	95341	140650	109360	71450	106850	106340	141320	111780	160920	85290	86130	89060	80520	126420	81750	105481	45640	130220	58690	69400	108180	91491	130870	95150	146770	71220	93641	76700	108951	67500	139910	147220	103260	115320	78010	109940	88670	75540	69570	110830	118920	113680	102711	122880	62090	117980	79860	54110	35720	107211	142520	
57400	146570	63290	110720	106831	0	112900	28460	78850	104220	75290	29830	76850	134420	34160	21430	108700	74120	38710	47240	21150	60970	120462	103680	40000	32450	32200	26790	72840	126610	40900	105302	87740	129410	10120	124700	49390	85130	13640	52760	41270	27200	38690	26440	0	78970	78030	83190	54810	10220	60000	25530	110090	111610	103970	74500	46800	132360	26110	88820	101850	80400	70260	87300	46230	35600	96240	28920	98612	116070	24630	22690	49840	40520	31140	52800	115210	39210	96050	37660	86350	106270	58441	26160	126600	12290	105570	34760	119100	84970	97120	42170	47590	80950	56490	91830	105300	22780	117900	11690	15180	30470	69970	34390	30660	16740	16620	14950	119700	47440	33230	79370	120880	63540	11040	10680	20460	96952	35550	45320	131210	89000	42090	46010	35270	93540	39880	59560	35860	38320	39560	35740	137050	50160	24760	76690	129930	76731	10720	24000	25770	16350	10730	72460	59840	76310	99490	112080	17610	42720	25580	85070	85790	116370	19940	95220	97760	118920	74480	39430	31720	31800	103250	64490	115770	3410	62901	61090	97650	120960	22140	19030	69990	29350	81050	52870	23010	43260	8830	115790	53820	82840	32640	39230	47870	98250	90400	98900	142630	35560	97050	91380	7840	116850	127750	109440	148770	58710	72971	3500	77350	
68230	37270	133540	11230	54130	112700	0	104080	91050	60130	87420	83180	111610	44300	132340	127070	28160	116210	87320	119260	113210	82690	32300	88460	117070	130680	120410	85250	102070	19650	74640	69400	114370	24940	102480	31060	135800	120330	101580	117600	134270	85980	77410	90910	112700	83280	74790	71300	60060	104810	92700	91620	73340	36310	39510	65520	77920	97501	124480	101010	74570	81010	87710	59240	116710	138020	89580	114490	38780	15210	134850	94510	106780	135140	129400	117180	71190	123670	33610	83920	54640	39500	67380	116660	16930	99720	124660	110380	44160	82200	53770	105640	71050	81830	77400	63340	113410	130670	27620	120310	118660	133490	123530	107380	95270	123450	123880	112470	25590	131100	124490	100780	33250	58480	114050	109550	100750	60770	110260	120890	25390	72670	76440	79540	85690	65110	90930	81100	120110	84640	119920	144240	27790	120160	91920	59600	56810	52520	104820	99180	97870	101710	109670	90260	127490	123250	84560	66190	94910	131660	87690	97300	66010	19690	95780	60500	97970	60220	130650	72930	83650	82870	31080	92160	29880	108760	62430	97070	16670	19400	96800	98280	92920	109020	111010	61170	96360	72570	104020	16010	123450	104970	90220	97970	67540	63040	44140	27190	33370	93520	74110	70010	109670	72670	20790	67770	42660	59890	56460	108220	106600	
45860	137500	35400	103010	115600	28230	104240	0	57800	89280	54240	21680	51210	121960	60950	36000	100990	47930	21010	69340	46300	41490	122110	81910	13930	59240	20420	27160	51790	118900	31810	114671	64500	120110	22260	115630	74540	56890	30970	74860	66420	21650	29780	34290	28230	57920	58371	65780	52080	33320	38950	39610	91020	99500	90080	59540	60880	110260	51260	67770	82611	96280	49210	74220	17990	61130	74780	16090	102210	113510	45540	13640	23650	34760	57930	74900	98410	20530	84510	22490	73290	92380	70400	51310	118890	21950	84380	7690	106240	63920	84060	13930	36050	59900	70570	76020	83550	48200	108830	30080	27580	36510	41730	56490	11170	43530	33170	40100	110630	27960	58380	58320	111370	67280	24580	35830	42560	106321	7310	19710	127890	69771	29660	29650	52090	76710	19240	75220	16970	21280	16780	57660	127750	21920	12580	64110	117070	84610	26810	6590	8250	12650	19820	51410	81940	48070	77900	95280	17680	67870	27600	64020	69350	108660	17200	80090	76300	105570	46240	32050	34520	31320	95020	43440	106700	28250	71700	40040	90240	113250	15930	41130	48940	54080	57340	47070	29770	39940	20180	108080	25580	61790	15830	18180	40490	82660	78860	91190	133330	14710	76571	73501	32990	100050	120040	92610	139700	62290	81910	25120	55470	
54580	111660	50040	84090	134860	78660	91560	57730	0	44810	7090	56740	22960	85090	109841	85340	70040	28830	45130	113671	94761	26590	123100	25580	59000	108181	66900	63990	13420	100020	52460	139510	24180	94710	72201	87270	123001	31530	76181	119191	114881	60260	52780	73560	78660	7940	19070	21720	78380	79671	19620	80450	37650	66510	56020	29450	97710	52760	99721	13160	29280	129180	12060	33880	50150	113680	17650	69120	117400	105310	97330	59451	36780	77780	106651	119231	46550	64350	58260	49090	38150	59300	100210	99771	102020	69441	37020	57880	66770	10170	42350	46560	49510	10750	106180	32030	28570	100010	80470	82210	79710	83560	36250	100691	49490	93970	85300	88561	82270	63480	106841	9730	77860	96450	76710	83551	87441	130450	53350	55490	111020	21270	48090	43340	88920	32450	42721	112050	62750	46260	60600	109450	103920	51440	56861	35870	71980	109690	74751	56400	55050	63700	71950	7270	126271	34600	22060	43420	64181	116331	66190	8660	27470	83240	62751	36100	18970	59280	42470	60430	71350	68150	62770	15280	75750	78500	101410	19470	81790	88000	61741	85981	10030	98961	22360	73370	71681	72040	70610	85610	48660	14590	50421	42260	66790	36510	47800	66980	109100	43990	23930	26480	83420	48190	101160	40780	110490	91700	109990	75550	17950	
56620	71230	92440	51280	108490	104230	60030	89300	44850	0	41830	75620	66020	43090	132910	118330	34850	71300	70190	127951	116900	48330	91110	31310	95690	131250	103780	80830	56480	63440	63570	120850	67010	58280	95240	50660	144270	74740	99220	133471	137890	78470	66160	90220	104230	37690	33000	26190	77200	102710	52850	95650	15890	28710	21700	31920	102290	42040	122790	53600	17590	119800	44080	17260	86840	137550	35380	102000	90780	73210	126180	85280	73470	114880	129720	133511	13990	101040	30930	71180	19340	23880	98180	120320	66630	92480	69260	92420	25450	34840	9290	83250	57980	36240	107330	13440	58010	125700	43860	111570	109920	122260	79310	115101	78960	119660	115140	111600	45660	103031	128110	54580	39030	89860	105310	106590	106570	112130	90040	92180	74671	24710	63700	63320	103340	14760	70290	113570	99440	68490	97290	138340	67310	88341	82690	28340	30260	95190	97790	86690	85340	93990	102160	44670	140531	77660	29810	8990	87400	137600	83210	49940	20960	46850	88270	10190	43570	16760	85530	71140	85270	82050	29430	51090	38620	101730	96820	56570	50990	51610	87570	104230	48310	116220	65420	73470	90550	82640	96510	49030	87061	57650	74340	75130	75380	9490	21060	35270	72490	74890	21950	20020	106610	15470	64580	10320	70060	88360	95490	100980	61010	
