100

6350	3650

20	90

0	71690	53950	37720	85670	41040	12420	32500	97870	43520	95350	81350	79930	36600	81030	78830	84470	64640	87470	61610	19500	79830	40860	74500	83010	18830	78090	59560	22560	62130	97510	37670	86710	95150	95410	91420	97730	55520	97580	19640	83000	56390	56870	24580	85250	54810	34090	93070	93890	74570	85210	13080	73000	88500	72640	67280	52960	91110	73910	55350	35200	52370	12420	97170	89610	99780	25440	51290	85270	94900	58840	60260	69980	70870	89100	81280	66030	68120	15590	73870	71510	29700	6430	79260	65710	62830	96120	93310	76060	93420	48370	71350	43810	92420	78430	40730	80370	56180	63160	68680	26760	
71870	0	40530	58850	37730	68940	59600	83050	112720	85190	43030	53280	38790	55280	61920	126290	106711	42530	30570	38510	90770	60720	109220	55390	27350	66550	15590	45350	66570	124280	47870	55680	93810	110960	93340	62610	35580	64350	95960	83130	97711	90260	119820	51200	33990	17800	53060	30140	39460	7880	64890	84350	5790	22960	81050	99940	49680	53160	82920	46640	45020	74560	64340	135582	37290	43460	57570	51760	58940	26200	17750	18620	35620	25200	86290	11820	46100	52580	66810	11000	77250	49420	77080	34420	27130	90510	44740	106430	38830	97170	28470	21360	46310	93390	41450	102470	34480	60240	68900	80430	98030	
53240	40020	0	24750	34770	33350	42320	52300	77121	49550	45700	31160	27990	21000	95540	88210	70211	75050	46880	9670	67290	94340	81240	89010	40320	38620	53400	77720	38590	90820	46060	61900	59870	74791	63830	99220	57140	28050	66000	55150	61211	52430	86360	40360	36830	39340	55130	52480	44570	37980	41310	60870	38120	48540	44750	63440	12000	90720	46620	74170	19120	37420	50930	99082	40360	54400	56620	15400	94490	61290	25670	22280	18160	26880	55390	43800	17610	85100	40650	36070	40950	25270	53040	27560	59380	54210	82300	71521	24240	64870	19040	29990	62630	62490	26490	71720	28670	75000	32600	44130	71290	
37370	58760	24800	0	53651	12490	35160	29950	72220	28740	64010	45650	46871	3930	101140	70470	62000	82400	68421	29410	46730	99940	60030	94610	62551	20240	72120	79670	17380	68470	61810	63190	54670	69500	62660	109090	78900	21440	64830	33940	57200	34690	64010	39870	57471	48140	56420	74240	63621	59440	49510	42910	59350	70300	40150	45720	17950	102230	41420	75460	15490	21120	47800	84590	59411	73451	54770	15590	104230	82250	45240	44040	38721	50150	55510	65560	30330	88230	22820	57830	37920	23170	36460	48201	68780	39780	96920	67000	44881	61530	31750	51750	63920	59670	45371	49370	49311	76290	29570	36860	50080	
85830	37660	34640	54611	0	61691	73560	81221	82030	77891	11080	17870	7090	51920	98330	111190	87460	78940	18650	26620	99261	97130	111581	91800	13170	71140	51120	81760	69911	118980	12990	85830	67120	80270	58890	95540	27280	49080	61510	86471	78490	76530	115281	68660	5380	45980	79060	25800	9970	30530	30090	93490	35840	26040	59890	82950	38941	86810	63760	83050	51740	58850	81100	118222	5760	19800	80550	40531	94220	47190	32310	25650	17250	14970	56200	31490	27520	88990	73170	28410	55290	57470	85660	9630	63540	74650	75360	76430	20480	67400	38850	16730	76980	64070	11870	100641	6810	90910	49320	63200	102611	
40660	68800	33800	12550	60771	0	40980	22150	63370	19790	71130	52190	53991	13970	109350	59590	51630	92440	75541	36550	44530	108150	52510	102820	69671	23140	82160	87880	19050	60670	68930	71400	47460	60650	55710	119130	86291	17470	57880	31740	48350	23810	56210	46370	64591	58180	64630	82581	70741	69480	50190	44410	69390	79961	32940	34840	25090	112270	34210	83670	25530	12670	52980	73710	66531	80571	60590	22490	113590	92290	55280	54080	45841	57811	50010	75600	37450	96440	28340	67870	32070	32250	38700	55321	78820	28900	106960	58660	52001	54320	41790	61711	72130	52720	52491	41570	56431	84500	24430	29650	47880	
12650	59610	42480	35170	73590	40980	0	40380	101640	47950	83270	72620	68600	32490	75510	89390	88900	59120	75390	51130	31550	74310	52910	68980	70930	22310	66010	54040	26730	73070	85780	36400	87040	98920	95030	85900	85650	53810	97200	30580	86620	60820	67810	12500	73170	42730	30790	80990	81810	62490	81310	25130	60920	76420	72520	71710	46840	85590	73790	49830	24720	52310	13610	106490	77530	87700	24170	47900	79750	82820	46760	48180	57910	58790	87880	69200	58500	62600	15740	61790	70290	17620	17860	67180	53630	66450	85450	96930	63990	93900	36290	59270	38290	92040	67890	51670	68290	50660	61940	69230	38810	
32310	82920	52310	30020	80521	22190	40340	0	65370	11020	90880	72070	73741	31440	111800	49230	51970	95410	95291	56280	27520	110600	30360	105270	89421	20230	93910	90330	17690	40990	88680	68690	55800	62650	68680	122460	106041	37110	70850	13480	51480	23890	36530	51600	84341	69930	65110	101750	90491	84630	70070	28310	83750	97810	44900	34780	44820	120680	44730	86120	38740	27000	44630	67570	86281	100321	56460	42290	116040	106410	69400	70090	65591	77561	62780	91490	57200	98890	26250	83760	45190	39390	26630	75071	87180	31310	118950	61790	71751	61900	56600	79260	74580	63400	72241	19420	76181	86950	40260	39930	29410	
97920	112380	77582	72590	83100	63550	101850	65730	0	54790	87010	65720	78490	73200	170142	45240	17790	149652	101830	73710	92580	170710	85680	165380	96350	81340	127550	149950	77230	67080	83740	132940	22190	3860	32200	174320	107970	53260	34370	79210	16790	41960	71530	108630	88480	113342	126170	108980	89910	110210	53960	94040	110440	109220	35260	33300	66862	164870	32360	145740	84760	52770	110240	43020	88930	98240	121860	63082	170640	128421	99452	93810	78790	89540	27390	111631	68270	159000	87130	107220	39980	92440	92360	83060	133982	37400	156131	6130	83730	15450	93952	93440	134200	20210	74620	75210	83270	146570	48350	37750	90070	
43320	85040	50300	28790	77271	19780	47900	11010	54410	0	87630	68690	70491	30210	119340	44350	41010	102950	92041	53050	38530	118140	39820	112810	86171	27790	98400	97870	24370	44050	85440	79560	44840	51690	59740	130000	102791	30700	61910	24490	40520	12930	40500	56360	81091	74420	74620	99081	87241	85720	64780	39320	85630	96461	35200	23820	41590	125440	33770	93660	41770	20310	55640	60280	83031	97071	67330	38990	123580	108530	71520	70320	62341	74311	52590	91840	53950	106430	33810	84110	36440	44150	37640	71821	91940	20350	123440	50830	68501	50940	58030	78030	82120	52440	68991	28010	72931	94490	33570	29460	40420	
95310	42870	44480	64620	11090	70920	83040	90450	85730	87120	0	22950	17920	62750	103650	119360	93080	84260	19240	37450	109270	102450	120810	97120	17230	81450	56440	87080	79920	127700	6770	94720	70820	83970	62590	100920	23000	57800	65210	96480	84210	85250	124510	78140	10620	54350	88540	25130	5560	35740	33790	103330	41250	26630	67490	91120	48950	92180	71360	88370	61580	67570	90580	122182	6640	11800	90030	50530	99540	52400	41790	35130	28190	25370	59900	36710	37220	94310	83480	33620	62890	67330	95500	20570	68860	82820	80570	80130	31420	71100	48990	23760	85350	67770	22700	109870	17590	99280	57490	70850	112620	
81700	53380	31180	46500	18060	51950	72700	71480	65280	68150	23060	0	14830	45520	112280	97450	72200	91790	36710	22120	91150	111080	101840	105750	31230	64660	66760	94460	61800	107860	20860	91280	50370	63520	43690	110421	43980	38830	46310	78360	63330	65360	105540	70740	23440	56140	84510	43860	25960	46991	14890	87330	51480	44100	45320	69210	30830	101691	49190	94810	49230	48600	81310	101201	23820	34290	86000	32330	109860	63161	42470	35810	19230	28820	39450	46371	19490	101840	67240	44470	40720	55650	80790	20640	76120	60910	90871	59680	24670	50650	43740	32060	87140	47320	13270	90900	19640	101070	36810	48680	94500	
79930	38920	28240	47861	7090	54941	68920	74471	78280	71141	18020	14880	0	45170	99510	105530	82450	80120	24050	19870	92511	98310	104831	92980	18570	64390	52300	82940	63161	112991	19360	84960	63170	76520	57570	98720	34370	43361	60190	79721	73480	70811	108531	65710	12470	45520	78190	31200	17060	33400	28790	87010	37020	31050	54880	77290	32191	89620	58750	84060	46120	53131	77530	112503	12850	26890	79680	33781	95400	51340	31850	25190	11110	14510	52450	34670	20770	90170	66420	30010	50280	51870	79470	7440	64720	68990	79170	72680	14350	63650	35580	17600	76520	60320	5120	93891	5180	90450	43660	57540	95861	
36350	55170	20990	3780	51750	13870	32370	31330	72720	30120	62680	45470	44970	0	97550	70970	62500	78810	64830	26500	48930	96350	61690	91020	60050	20360	68540	76080	19580	69850	61630	59600	55170	70000	63160	105370	75090	21940	65330	36140	57700	35190	65390	36280	54970	44550	52830	70430	61720	55850	49330	42980	55760	66490	40650	46220	16360	98640	41920	71870	11900	21620	44370	85090	57510	71550	51340	15410	100640	78660	41650	40230	36220	46340	56010	61750	30150	84640	22390	54020	38420	19580	35440	45700	65190	40280	93330	67500	42380	62030	28160	47940	60330	60170	43470	50750	46810	72700	30070	37360	52280	
81260	61850	96510	101360	98070	109520	75730	112050	169601	119650	103370	111580	99290	97790	0	158380	160430	21530	88850	96720	100280	5940	121640	7790	87690	96220	48880	22170	98410	141680	108210	48060	152150	167271	151700	25390	90150	119520	154360	99190	153691	131610	136420	67190	94330	56470	50000	84710	99800	68220	122700	93860	66290	79990	137030	142640	105660	28950	138900	25920	86420	119200	71170	178070	97630	101350	59240	107740	18720	61000	71140	76830	93430	85700	144790	69640	104310	19770	91090	71340	133230	80470	86470	94920	35760	136810	37860	164001	96640	155770	77990	81860	37870	152440	100580	120280	94980	49270	124880	135350	107540	
78660	126770	89000	70800	111090	59520	89330	49230	45140	44350	119320	97230	105590	71410	158150	0	29600	141760	128313	90640	70550	156950	52770	151620	122443	69220	140130	136680	66680	31240	117020	115040	53270	42790	69820	168810	139063	64420	71990	59830	39700	35870	35820	100040	116251	115790	111460	135353	121060	125560	87390	74660	125700	132733	56060	29680	79670	168500	51670	132470	82970	54680	90980	19940	116850	131150	102810	75890	162390	149520	112260	108870	97501	109471	63670	131380	89000	145240	75240	123650	57720	87830	72980	106981	135840	37650	167710	44460	103661	54580	98930	114483	120930	57320	101790	46130	108091	133300	62310	50320	63910	
84340	104903	68892	61820	86280	51150	88940	52030	17050	41090	91980	70320	81280	62430	159780	30260	0	140472	103983	67422	78880	158580	70560	153250	98113	68830	118822	138310	64820	51960	88710	120600	24810	14330	41360	166972	112940	44700	43530	65510	11240	28260	56410	96220	91660	104652	114480	111023	94880	102773	58930	80340	103003	108403	27940	19600	58172	157522	24640	134070	73990	41570	96660	31990	92040	103210	108370	54392	162432	127362	90762	87163	74283	86253	35210	108563	65982	146870	74720	100833	32660	81670	78660	83763	124802	24060	149102	16000	80443	26120	85262	90153	122100	28860	77410	60090	84873	134470	39790	29190	75830	
65530	43440	78100	83170	79660	93260	60000	96320	151191	103920	84960	93170	80880	79600	21190	142650	142140	0	72500	78310	84550	19990	105910	14660	69280	80490	36410	6120	82680	125950	89800	32410	133610	148861	133280	32130	77090	101330	135940	83460	135281	114580	120690	51460	75920	38060	34270	71650	81390	49810	104290	78130	47880	64720	118620	125860	87250	28360	120490	10270	68230	101010	55440	162340	79220	85390	43550	89330	25630	52850	52730	58420	75020	67290	126090	53580	85900	10200	75360	52930	114820	64740	70740	76510	17350	119670	33240	145591	78230	136970	59580	63450	22220	133190	82170	104550	76570	33620	106470	116750	91810	
87340	30240	46880	68360	19540	77130	75070	95910	102100	93330	20050	37420	25200	64610	88500	130692	106492	71630	0	41280	106040	87300	122640	81970	8330	79970	41010	74450	79990	135450	25870	83630	86670	100340	78440	83550	12050	66221	81060	96550	97492	93671	130990	70170	15800	45340	80570	8280	16300	23110	49640	99620	28620	9160	79440	101171	54260	74820	83310	75740	58440	75991	82610	135363	18560	15080	82060	56340	84110	35030	33820	27160	30940	21180	75750	19670	44360	81680	80230	20820	74840	62840	91790	23420	56230	91931	63200	96500	34170	86950	41020	16720	74260	83620	29490	115330	20900	88190	67250	81130	112690	
