150

6350	3650

20	90

0	57590	80590	31210	61030	78760	90010	83380	91560	85630	81850	87670	39350	95680	16570	31270	83180	74820	20530	88040	13300	84990	89120	32120	55810	21080	34610	61110	78221	43450	45570	36790	89830	49240	9780	32960	49230	72780	73570	54620	34720	31820	25400	26090	29350	60310	45680	27280	66950	29120	27930	26950	36410	43020	93610	44130	52640	35000	39970	79400	76070	49540	60860	49700	71310	81910	40990	77080	69150	73690	31510	93230	23850	44210	59400	37710	23800	48000	80710	41830	24330	34740	33610	71040	18450	72210	23590	72730	53020	72390	42220	80850	61000	31070	38210	24280	91450	72010	72960	61570	54110	37100	37370	31700	33690	53670	46590	89340	93190	17970	30590	60870	60820	78060	27550	82420	92900	70610	73770	79850	64380	56750	73330	34250	34680	27440	78040	14950	76390	47180	27560	20290	64390	50180	47290	47750	46700	61440	82890	56570	70240	51420	93390	41760	21100	70470	91990	53380	73150	29230	31590	
57490	0	35640	86940	116281	98390	45260	110820	64930	43370	26490	122091	36710	104150	74060	57840	105370	109241	65911	49210	61160	128181	41830	38870	77280	59670	23590	39400	103450	88401	32710	23910	36850	14360	67270	69510	70750	114460	21760	13350	72610	41410	81310	72681	36880	13580	84690	61860	13460	73061	30850	33030	65930	62100	45520	76190	94841	80191	74970	122851	108650	94891	22660	96291	15950	30480	18560	21720	30810	102830	73500	127651	59030	13900	117840	80381	79710	90951	124381	29000	35370	81331	77941	117641	40180	20400	75811	115921	8610	65040	85641	50620	11920	28280	19760	52290	76842	130450	110360	104761	24310	75430	52120	87610	45820	95871	93181	131740	127611	46690	27210	17740	82340	128920	83460	126041	50640	126330	95660	122250	14340	7440	132120	60300	57710	74031	136530	70860	32370	57190	46420	76200	69290	92381	24350	94341	97341	100710	38900	50810	109510	76890	104450	21620	78590	22580	106890	27280	128771	71850	58060	
80480	35430	0	110041	126280	75540	11580	95210	30070	8510	36060	123840	69260	80860	94690	61070	82500	110891	79900	14350	80090	133660	60891	51090	62510	71950	52050	74730	87840	92610	65260	55680	26260	35930	89690	72990	64420	118830	21920	30650	75840	71230	104300	85860	66700	24660	87920	68550	24360	81370	58530	54160	95750	61040	17680	77290	101780	86880	78200	129820	98250	101830	20740	104330	36710	18250	46460	29580	12390	91330	101810	124590	69270	46450	135860	84770	101540	95160	131350	61550	59960	91570	86250	125800	65040	22450	90380	122890	35930	100370	89850	85130	26430	53260	47910	81520	112172	148840	112091	111700	59640	78660	55610	108340	75640	102810	101080	136050	125010	72360	54890	24790	65900	158740	104580	133010	15700	151520	75090	127710	21820	32530	149790	63530	60940	87210	157620	93850	61990	47520	76240	99190	49050	96590	33490	105410	110020	102600	3280	85090	111460	71680	81170	42170	95180	13370	83610	28000	138440	79360	87880	
31540	86920	110471	0	42100	94220	120091	97510	115980	115511	111821	93590	59970	111550	23590	55470	98640	80740	36930	116930	41370	79290	117040	62001	74010	44410	64491	77910	92351	46510	66660	63380	119951	79121	26640	48620	67430	69000	103531	84501	48590	49670	12270	35260	50820	90191	55910	49280	96831	39520	57811	56831	30410	65960	124271	58260	55600	41110	54100	69640	90200	50810	90741	47390	101281	111871	70871	107051	99031	87820	19030	99150	46790	73160	37090	43820	14290	51060	70950	65100	54211	36580	42940	56160	48331	102171	27950	64860	82901	76300	46200	97340	90881	60951	68091	39010	93360	46030	74660	59990	77090	49980	61790	16120	50890	57570	47730	83750	99110	47440	60471	90751	79020	47550	16090	71930	122781	40100	89230	74730	94261	86631	50010	56570	57620	33600	48720	16740	99820	71600	44760	11240	87030	56540	77171	37640	32240	66810	112771	65580	71490	66880	108850	71641	21430	100351	107450	83261	54220	41630	38100	
60730	116381	125700	42510	0	86120	133480	78910	119520	125120	138580	52930	97350	99311	44350	63820	85481	52490	49530	120770	58100	37630	152080	80670	75500	59770	94160	116750	75791	32750	104040	97690	140650	105700	51010	51560	69740	35400	125950	107520	48930	86160	38150	44640	87310	113560	47620	59350	119980	45570	88100	83071	71870	68370	140830	54430	32100	38200	49420	27980	67920	28020	108080	24600	131820	129180	100521	133810	112130	69220	60790	61790	59380	105491	24970	38670	38590	34780	29290	102480	83360	34240	43200	14500	78620	124780	45590	23890	109581	117760	34920	138800	115270	89130	99491	75500	135520	37950	43980	29280	115280	46070	69320	30790	87380	34120	26430	42090	60710	78140	90760	109030	77390	57350	34450	30270	130570	48980	81290	33070	116950	113311	38900	60420	62630	42390	47320	47630	139150	79130	81250	43910	89340	38250	96230	22790	18860	42360	128000	107040	40810	65890	95551	98181	40520	117690	93721	98420	13990	47460	74930	
78470	98220	75640	93920	86900	0	77620	22870	53110	69540	104860	61420	104840	18460	73080	49210	8610	50180	60060	64660	67860	78300	131570	71040	24740	58060	91290	122820	17800	61080	106700	96160	99400	87400	75320	46500	31530	65270	89960	86240	48490	100140	82740	60690	95180	86680	48950	52340	90110	54740	89210	78600	112010	39140	86190	40500	55900	58050	44460	77590	32220	62590	77010	64080	104030	89970	92160	98380	69120	22870	101170	59440	55180	97340	103920	55060	79890	59230	78870	102840	83580	63150	59620	80640	84430	90490	66900	74450	92990	141190	58930	142230	88650	86410	93610	102310	158930	116900	52380	62480	113600	49260	49860	83230	104390	54960	64320	73630	59860	89240	89200	82150	19040	133731	82930	80530	74010	125361	6150	72350	86670	91760	117850	45350	44160	62000	126220	83760	129540	55970	101700	85670	30020	52580	76430	72970	77900	50760	77560	123750	54660	28140	15760	85100	73200	80000	16660	73630	94210	52780	109620	
90890	44920	11580	120781	133630	77640	0	97330	29430	8320	39910	129380	78750	81330	104420	70490	84410	116451	89320	14160	90130	139220	66781	61130	67910	81370	62540	83660	90970	102030	74750	65950	26930	46740	99690	82410	69980	124390	29170	41350	85260	81720	114120	95280	77190	34150	96070	77970	33850	90790	69020	64570	106240	67150	11000	82850	108710	96300	84960	137120	102920	108470	31570	111480	41540	21050	56950	34390	22000	95220	112520	130130	78690	55940	143210	94190	111270	104530	138650	71040	70540	100990	95670	133150	75450	29880	99800	130190	45420	109300	99270	89940	35920	64070	58400	92010	121102	156190	117651	118420	69130	88080	65030	117860	86130	109640	107930	141590	130550	82770	65380	34420	69860	169290	114310	140310	8350	162260	77190	133270	31310	42020	157140	72950	70360	96630	164970	104260	66800	56940	86730	109600	53010	104370	43900	112830	117440	108160	9750	94580	117020	77220	83060	52980	104910	22860	85500	38040	145790	88780	98370	
83390	110630	95240	97690	79070	22700	97220	0	73240	89140	123270	45230	114410	28280	76850	59420	16280	34770	63930	84260	72780	62560	149980	81160	37400	64840	101410	132940	7300	56920	116820	106280	118840	97950	80240	51390	42880	54630	107430	98270	50360	109540	86510	64460	104750	103760	44790	59430	107190	58510	99330	88720	115780	49690	105790	43950	48190	58130	44820	66950	15060	54890	94090	56380	121130	107440	102710	115850	86590	10790	104940	41680	61960	107890	96130	55140	83660	53210	68230	112960	93150	63230	60840	71610	93160	107960	70670	64100	103540	150760	55370	152370	105730	96530	104160	107670	168500	109110	41230	53450	124150	49620	60370	83770	113410	47250	56620	57440	42100	96870	99320	99230	33470	127900	85730	69890	93610	119530	20130	61710	104120	104170	110060	54040	54370	65770	118430	87530	140710	67360	109330	89440	47120	47910	86980	67070	71560	41730	97160	133320	44020	35230	24520	95650	76970	97470	21670	89170	85180	56550	114980	
91590	64640	30240	116060	119710	52100	29460	72320	0	22950	65310	108600	94980	53790	95180	61250	58030	96530	80080	17970	82780	119590	90141	72410	50030	72130	77430	103940	65960	88570	91020	81060	54210	61310	90450	69270	56360	105810	51330	56020	72070	96610	104880	83960	92080	53780	82450	68730	53770	78010	82930	76200	120590	53530	38800	69230	94790	83110	71340	118550	78820	94850	44650	97560	65980	47090	71840	58830	34150	70210	118350	109340	69450	72210	129290	81000	102030	90910	119830	87310	82170	87800	82890	119230	86890	51860	90170	113630	62680	129380	85810	114380	55620	77720	73290	106220	141382	142270	98170	101620	87980	74770	55860	106500	101020	93960	94310	120810	109760	94210	80270	49250	49210	158441	105070	121490	21860	150071	52180	113640	51230	60020	143220	62220	59450	85270	151050	101520	91240	53040	101620	105700	33950	90440	55530	98910	103520	89900	31370	110850	98700	61430	56680	64800	95670	42780	59120	49610	131870	76050	113260	
86490	43160	8560	116051	125310	69440	8360	89130	22610	0	43270	121060	76380	73790	99070	65140	76400	108131	83970	5840	85730	130900	68101	56730	59590	76020	58830	82460	82770	93870	72430	62460	31260	42710	94340	74570	61660	116070	29650	37430	77370	78010	108770	89260	73480	32390	87750	72620	32090	83310	65310	60170	102530	58830	16650	74530	100390	88410	76640	128800	94600	100150	27390	103160	43940	24140	53240	36790	17600	87020	108120	121810	73340	53620	134890	86300	105920	96210	130330	68720	66140	93100	88190	124830	71050	30180	94450	121870	43660	108100	91110	92340	34160	60050	54690	88300	119902	147870	109331	110100	67370	80070	59680	111800	82420	101320	99610	133270	122230	78370	61670	31570	61540	164041	108960	131990	9420	155671	68990	124950	29550	40260	148820	67520	64750	90570	156650	99860	69200	51590	83020	105200	44690	96050	39500	104510	109120	99840	8420	92260	108700	68900	75070	48770	99560	21100	77510	33640	137470	81350	94660	
81850	26580	35400	111571	138840	104690	39890	123100	64690	42810	0	140611	59610	110020	98580	76360	111650	127761	89670	48650	85840	146720	28030	59040	88300	80900	47950	58920	115730	107900	54510	48270	15790	36900	91790	88280	89270	132980	15500	31670	91130	65770	105830	96080	61240	26020	103210	82030	21540	93430	55210	57710	90290	80620	30140	94710	114340	100720	93490	142380	125770	114390	33960	116890	14550	20850	42920	7670	35890	118560	97860	146171	79200	38260	142510	100060	104230	110450	143910	51900	59730	104730	98310	138360	64540	18490	100040	135450	34270	84560	105140	57530	24590	52640	44120	76650	93010	155120	128880	124260	44480	93950	70640	112280	70180	115370	113640	150260	146131	71050	51570	30870	92030	155600	108130	145570	46480	152160	103190	140770	23820	28720	156790	78820	76230	97430	161200	95380	34810	71450	70780	100720	76000	111880	42870	117730	121030	119230	36380	70980	128030	95410	110320	43710	103110	25130	112760	41910	150980	92020	82420	
87290	122041	123720	93430	53250	61740	129580	45270	109550	121220	140741	0	119730	71660	76120	69751	58740	13740	67660	116330	76680	18650	163781	90411	62260	70860	109721	139751	47600	47820	123631	113851	142811	109351	82740	58101	61421	30880	128111	109671	56520	114360	84100	65630	109730	115721	43480	66211	122141	59900	104561	97241	115050	64911	139300	50661	38780	55110	51531	26750	32950	45480	110231	46970	133981	131341	113261	135971	114200	40130	104210	12100	68671	118441	77780	52440	82020	43800	27700	119881	99061	57110	59140	39830	97980	126941	69030	32370	114941	155740	49910	158901	117431	104691	113401	111570	173480	90760	21430	35960	131861	51480	71471	78410	118230	37840	47210	13530	12030	100950	106891	111181	60850	110160	80370	29360	126670	101790	57310	21040	119111	115571	91710	64181	65471	64300	100130	86800	152121	81281	114150	87800	77340	39030	98381	57660	62150	32320	125640	138300	25230	53661	67530	107051	75330	119851	63360	100571	52860	59450	116880	
